Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Middeltemperatur (døgn)
Vigra;SN60990;06.01.2017;7,9;1,1;5,4
Vigra;SN60990;07.01.2017;7;2,5;4,4
Vigra;SN60990;08.01.2017;8,5;4,5;6,8
Vigra;SN60990;09.01.2017;9,8;6;8,4
Vigra;SN60990;10.01.2017;10,1;0,8;5,6
Vigra;SN60990;11.01.2017;7,1;2,8;4,3
Vigra;SN60990;12.01.2017;4,7;1,5;3,3
Vigra;SN60990;13.01.2017;4,6;1,1;2,7
Vigra;SN60990;14.01.2017;2,3;-1,2;0,4
Vigra;SN60990;15.01.2017;1,4;-3,2;-0,2
Vigra;SN60990;16.01.2017;4,3;-1,9;0,9
Vigra;SN60990;17.01.2017;7,8;3,6;6,1
Vigra;SN60990;18.01.2017;9,2;5;8,2
Vigra;SN60990;19.01.2017;9,3;4,8;6,8
Vigra;SN60990;20.01.2017;9;4,8;7,9
Vigra;SN60990;21.01.2017;7,8;6,8;7,2
Vigra;SN60990;22.01.2017;7,7;5,9;6,8
Vigra;SN60990;23.01.2017;6,6;4,5;5,5
Vigra;SN60990;24.01.2017;8,5;4,6;7,2
Vigra;SN60990;25.01.2017;11,8;8,1;10,6
Vigra;SN60990;26.01.2017;12,3;4,2;8,3
Vigra;SN60990;27.01.2017;6,5;1;3,9
Vigra;SN60990;28.01.2017;7;0,8;5,3
Vigra;SN60990;29.01.2017;9,5;4,6;5,8
Vigra;SN60990;30.01.2017;5,2;1,9;3,2
Vigra;SN60990;31.01.2017;3,8;-0,9;1,3
Vigra;SN60990;01.02.2017;5,3;-1,7;2,7
Vigra;SN60990;02.02.2017;6,4;2,5;4,6
Vigra;SN60990;03.02.2017;10,2;5,2;8,3
Vigra;SN60990;04.02.2017;8,7;2,8;6,4
Vigra;SN60990;05.02.2017;8,2;0,5;4,3
Vigra;SN60990;06.02.2017;6,5;0,2;4,5
Vigra;SN60990;07.02.2017;4,4;1,7;2,5
Vigra;SN60990;08.02.2017;2,3;-1,3;-0,3
Vigra;SN60990;09.02.2017;3,1;-2,3;-0,1
Vigra;SN60990;10.02.2017;2,9;-3,3;-0,1
Vigra;SN60990;11.02.2017;3,6;-4,7;-1,4
Vigra;SN60990;12.02.2017;4,5;-5,4;1,8
Vigra;SN60990;13.02.2017;6,3;2,4;4,2
Vigra;SN60990;14.02.2017;5,3;-1,8;1,6
Vigra;SN60990;15.02.2017;5;-2,7;2,3
Vigra;SN60990;16.02.2017;5,9;3,3;5,1
Vigra;SN60990;17.02.2017;6,7;4,3;5,3
Vigra;SN60990;18.02.2017;8,3;4,9;6,8
Vigra;SN60990;19.02.2017;7,6;5,8;6,4
Vigra;SN60990;20.02.2017;6,6;3,9;5,2
Vigra;SN60990;21.02.2017;5,6;2,8;4,1
Vigra;SN60990;22.02.2017;6,8;2;4
Vigra;SN60990;23.02.2017;3,1;-1,1;0,4
Vigra;SN60990;24.02.2017;3,5;-2;-0,2
Vigra;SN60990;25.02.2017;5,3;-2,3;1,2
Vigra;SN60990;26.02.2017;6,9;2,8;4,5
Vigra;SN60990;27.02.2017;7,4;3;4,6
Vigra;SN60990;28.02.2017;5;2,2;3,6
Vigra;SN60990;01.03.2017;5,5;2,5;4,2
Vigra;SN60990;02.03.2017;6;1;3
Vigra;SN60990;03.03.2017;3,6;-2,5;0,5
Vigra;SN60990;04.03.2017;4,7;-4,8;0,6
Vigra;SN60990;05.03.2017;8,2;1,3;5,3
Vigra;SN60990;06.03.2017;6,5;2,1;3,8
Vigra;SN60990;07.03.2017;3,5;-1,9;0,6
Vigra;SN60990;08.03.2017;3,2;-3,4;0,7
Vigra;SN60990;09.03.2017;5,1;1,1;3,4
Vigra;SN60990;10.03.2017;6;1,1;2,7
Vigra;SN60990;11.03.2017;7,3;-1,2;4,1
Vigra;SN60990;12.03.2017;8,9;5,3;7,2
Vigra;SN60990;13.03.2017;8,6;5,3;6,9
Vigra;SN60990;14.03.2017;8,7;4,6;6,7
Vigra;SN60990;15.03.2017;6,9;2,2;5
Vigra;SN60990;16.03.2017;8,8;2,5;6,1
Vigra;SN60990;17.03.2017;6,2;1,5;3,9
Vigra;SN60990;18.03.2017;3,5;-0,9;1,1
Vigra;SN60990;19.03.2017;5,8;-0,8;3,6
Vigra;SN60990;20.03.2017;8,1;3,4;5,8
Vigra;SN60990;21.03.2017;7,2;1,4;3,8
Vigra;SN60990;22.03.2017;4;0,3;1,8
Vigra;SN60990;23.03.2017;3,7;-1,3;2,3
Vigra;SN60990;24.03.2017;7,1;1,6;5,1
Vigra;SN60990;25.03.2017;8,9;3,6;7,5
Vigra;SN60990;26.03.2017;9,3;7,1;7,7
Vigra;SN60990;27.03.2017;8,4;5,5;6,5
Vigra;SN60990;28.03.2017;5,4;2,6;3,3
Vigra;SN60990;29.03.2017;5,7;-1;2,7
Vigra;SN60990;30.03.2017;4,4;0,6;2,8
Vigra;SN60990;31.03.2017;9,1;3;6,5
Vigra;SN60990;01.04.2017;10,7;7;7,9
Vigra;SN60990;02.04.2017;8,1;6,1;6,7
Vigra;SN60990;03.04.2017;12,5;5,6;9,6
Vigra;SN60990;04.04.2017;12,2;3,8;7,5
Vigra;SN60990;05.04.2017;8,4;1,6;5,5
Vigra;SN60990;06.04.2017;7,8;3,8;6,2
Vigra;SN60990;07.04.2017;8;5,7;6,6
Vigra;SN60990;08.04.2017;9,2;6;7,7
Vigra;SN60990;09.04.2017;9,3;6,8;7,7
Vigra;SN60990;10.04.2017;8,2;1,6;4,2
Vigra;SN60990;11.04.2017;6,3;1,1;3,9
Vigra;SN60990;12.04.2017;5,1;1,8;3,5
Vigra;SN60990;13.04.2017;6,8;2,6;3,7
Vigra;SN60990;14.04.2017;8,4;-1,6;3,9
Vigra;SN60990;15.04.2017;7,7;2,2;4,6
Vigra;SN60990;16.04.2017;7,7;-1,6;3,5
Vigra;SN60990;17.04.2017;6,6;-0,4;2,8
Vigra;SN60990;18.04.2017;7,9;-1,8;4,6
Vigra;SN60990;19.04.2017;7,5;3,8;6,1
Vigra;SN60990;20.04.2017;9,2;3,6;6,5
Vigra;SN60990;21.04.2017;6,3;1,6;4,3
Vigra;SN60990;22.04.2017;6,1;1,6;3,7
Vigra;SN60990;23.04.2017;5,7;0,3;2,4
Vigra;SN60990;24.04.2017;5,6;-0,6;2,5
Vigra;SN60990;25.04.2017;7;1,5;4,4
Vigra;SN60990;26.04.2017;6,4;1,3;3,7
Vigra;SN60990;27.04.2017;7,7;2,5;4,7
Vigra;SN60990;28.04.2017;10,1;0,7;6,3
Vigra;SN60990;29.04.2017;12,8;5,9;8
Vigra;SN60990;30.04.2017;11,9;0,4;6,6
Vigra;SN60990;01.05.2017;13,8;3,3;8,7
Vigra;SN60990;02.05.2017;12,5;2,6;8,4
Vigra;SN60990;03.05.2017;12,2;6;8,7
Vigra;SN60990;04.05.2017;12,4;5,5;8,6
Vigra;SN60990;05.05.2017;14,8;7,1;10,2
Vigra;SN60990;06.05.2017;10,9;5,1;7,2
Vigra;SN60990;07.05.2017;9,7;4,5;6,6
Vigra;SN60990;08.05.2017;7,5;2,8;4,9
Vigra;SN60990;09.05.2017;7,2;2,7;4,8
Vigra;SN60990;10.05.2017;9,8;2,7;6
Vigra;SN60990;11.05.2017;10,2;3,4;6,8
Vigra;SN60990;12.05.2017;10,6;3,7;8,1
Vigra;SN60990;13.05.2017;13,2;5,8;9,6
Vigra;SN60990;14.05.2017;14,3;8;10,1
Vigra;SN60990;15.05.2017;10,9;8,6;9,4
Vigra;SN60990;16.05.2017;14,5;6,4;12,4
Vigra;SN60990;17.05.2017;15,3;9,2;11,3
Vigra;SN60990;18.05.2017;12,7;9,2;10,5
Vigra;SN60990;19.05.2017;14,3;8;10,4
Vigra;SN60990;20.05.2017;14;8,2;11
Vigra;SN60990;21.05.2017;12,7;9,2;9,6
Vigra;SN60990;22.05.2017;12,2;7,9;-
Vigra;SN60990;23.05.2017;15,4;5,2;10,7
Vigra;SN60990;24.05.2017;12,6;8,8;10,3
Vigra;SN60990;25.05.2017;10,5;9;9,8
Vigra;SN60990;26.05.2017;13,4;9,6;11,5
Vigra;SN60990;27.05.2017;21,1;11,1;15,8
Vigra;SN60990;28.05.2017;17,8;10,5;12,5
Vigra;SN60990;29.05.2017;13;8,3;10
Vigra;SN60990;30.05.2017;11,7;7,3;8,6
Vigra;SN60990;31.05.2017;10,6;6,4;8
Vigra;SN60990;01.06.2017;11,3;6,2;8,5
Vigra;SN60990;02.06.2017;14,1;7,6;10,8
Vigra;SN60990;03.06.2017;13,7;9,9;10,9
Vigra;SN60990;04.06.2017;14;6,4;9,4
Vigra;SN60990;05.06.2017;12,8;8,1;10,1
Vigra;SN60990;06.06.2017;13,3;5,8;11,3
Vigra;SN60990;07.06.2017;22;11,2;17,1
Vigra;SN60990;08.06.2017;20,5;12,2;14,3
Vigra;SN60990;09.06.2017;16,3;8;13
Vigra;SN60990;10.06.2017;18,2;11,4;13,9
Vigra;SN60990;11.06.2017;18,7;11,1;13,5
Vigra;SN60990;12.06.2017;13,8;10,8;11,9
Vigra;SN60990;13.06.2017;14,5;10,9;12,2
Vigra;SN60990;14.06.2017;15,6;10,9;12,7
Vigra;SN60990;15.06.2017;17,8;12,3;15
Vigra;SN60990;16.06.2017;16,6;11,6;12,4
Vigra;SN60990;17.06.2017;16,5;11,5;13,5
Vigra;SN60990;18.06.2017;14,6;11,4;12,7
Vigra;SN60990;19.06.2017;13,3;10;11,6
Vigra;SN60990;20.06.2017;11,9;8,5;9,6
Vigra;SN60990;21.06.2017;13,7;7,2;9,9
Vigra;SN60990;22.06.2017;15;8,4;12,6
Vigra;SN60990;23.06.2017;14;11;11,6
Vigra;SN60990;24.06.2017;14,7;10,6;12,1
Vigra;SN60990;25.06.2017;15,9;10,3;12,3
Vigra;SN60990;26.06.2017;12,6;8,6;10,2
Vigra;SN60990;27.06.2017;13;6,2;10,2
Vigra;SN60990;28.06.2017;14,8;8;11,7
Vigra;SN60990;29.06.2017;17,4;10,1;13,4
Vigra;SN60990;30.06.2017;23,5;11,3;16,1
Vigra;SN60990;01.07.2017;17,6;11,9;12,2
Vigra;SN60990;02.07.2017;14,6;10,3;12
Vigra;SN60990;03.07.2017;13;9,6;10,8
Vigra;SN60990;04.07.2017;14;5,5;10,9
Vigra;SN60990;05.07.2017;14,9;7,1;11,5
Vigra;SN60990;06.07.2017;15,9;4,6;11,7
Vigra;SN60990;07.07.2017;17;7;13,2
Vigra;SN60990;08.07.2017;14,1;10,2;12,1
Vigra;SN60990;09.07.2017;16;10,2;12,5
Vigra;SN60990;10.07.2017;16;11,6;13,2
Vigra;SN60990;11.07.2017;13,7;6,6;12,4
Vigra;SN60990;12.07.2017;15;8,5;12,2
Vigra;SN60990;13.07.2017;14,4;10,3;11,6
Vigra;SN60990;14.07.2017;16,2;5,8;12,7
Vigra;SN60990;15.07.2017;17,8;12,4;14,9
Vigra;SN60990;16.07.2017;16,7;10,9;13,2
Vigra;SN60990;17.07.2017;14,2;9,2;11,5
Vigra;SN60990;18.07.2017;14,8;10,8;12,6
Vigra;SN60990;19.07.2017;16,6;9,8;13,9
Vigra;SN60990;20.07.2017;19,5;11,7;15,9
Vigra;SN60990;21.07.2017;24,1;12,4;17,8
Vigra;SN60990;22.07.2017;17,2;13,9;14,6
Vigra;SN60990;23.07.2017;15,8;13;13,7
Vigra;SN60990;24.07.2017;19,3;12,7;14,8
Vigra;SN60990;25.07.2017;19,3;10,6;15,9
Vigra;SN60990;26.07.2017;22,9;12,2;16,8
Vigra;SN60990;27.07.2017;22;15;16,7
Vigra;SN60990;28.07.2017;17,2;13,1;14,3
Vigra;SN60990;29.07.2017;19,7;9,3;15,1
Vigra;SN60990;30.07.2017;19,4;13,4;15,9
Vigra;SN60990;31.07.2017;17,8;14,6;15,5
Vigra;SN60990;01.08.2017;17,9;13,6;15
Vigra;SN60990;02.08.2017;18,4;12,2;14,9
Vigra;SN60990;03.08.2017;19,5;10,5;15,4
Vigra;SN60990;04.08.2017;18,8;12,6;16
Vigra;SN60990;05.08.2017;17,8;14,4;15,4
Vigra;SN60990;06.08.2017;17,4;13,5;15,3
Vigra;SN60990;07.08.2017;17,2;13,2;14,4
Vigra;SN60990;08.08.2017;16,8;10,7;13,6
Vigra;SN60990;09.08.2017;18,5;12,6;15,4
Vigra;SN60990;10.08.2017;17,1;13;14
Vigra;SN60990;11.08.2017;18,6;13,3;16,8
Vigra;SN60990;12.08.2017;17,7;10,9;12,8
Vigra;SN60990;13.08.2017;14,5;9,4;12
Vigra;SN60990;14.08.2017;15,5;10,9;12,8
Vigra;SN60990;15.08.2017;17,4;11,6;14,2
Vigra;SN60990;16.08.2017;17,6;12,5;14,5
Vigra;SN60990;17.08.2017;19,3;13;15,7
Vigra;SN60990;18.08.2017;19,2;13,7;15,7
Vigra;SN60990;19.08.2017;16,2;11,9;13,5
Vigra;SN60990;20.08.2017;14,2;11,3;12,9
Vigra;SN60990;21.08.2017;15,8;11,6;12,9
Vigra;SN60990;22.08.2017;15,8;10,4;12,6
Vigra;SN60990;23.08.2017;16,3;8,7;12,7
Vigra;SN60990;24.08.2017;15,8;11,4;12,9
Vigra;SN60990;25.08.2017;16,2;9,2;12,5
Vigra;SN60990;26.08.2017;15,8;9,9;12,6
Vigra;SN60990;27.08.2017;18,1;6,9;13,3
Vigra;SN60990;28.08.2017;18,8;13,5;15,8
Vigra;SN60990;29.08.2017;16,6;12,6;14,1
Vigra;SN60990;30.08.2017;15,9;11;13,3
Vigra;SN60990;31.08.2017;16,2;11,4;12,7
Vigra;SN60990;01.09.2017;14,2;9,8;12,2
Vigra;SN60990;02.09.2017;16,7;11,7;13,8
Vigra;SN60990;03.09.2017;18;7,9;13,5
Vigra;SN60990;04.09.2017;21,8;9,3;15,4
Vigra;SN60990;05.09.2017;16,5;10,5;13,8
Vigra;SN60990;06.09.2017;17;12,4;13,8
Vigra;SN60990;07.09.2017;15,8;7,8;12,6
Vigra;SN60990;08.09.2017;17,1;8,3;13,2
Vigra;SN60990;09.09.2017;18;9,9;13,5
Vigra;SN60990;10.09.2017;16,8;10;13,1
Vigra;SN60990;11.09.2017;16,6;8,6;12,9
Vigra;SN60990;12.09.2017;15,8;8,7;12,1
Vigra;SN60990;13.09.2017;15,1;10,9;12,5
Vigra;SN60990;14.09.2017;15,2;7,7;11,8
Vigra;SN60990;15.09.2017;15,1;10,3;12,3
Vigra;SN60990;16.09.2017;14,2;10,2;11,8
Vigra;SN60990;17.09.2017;14,6;9,1;11,2
Vigra;SN60990;18.09.2017;13,9;9,7;11
Vigra;SN60990;19.09.2017;15,1;8,2;11,7
Vigra;SN60990;20.09.2017;16,5;4,3;11,6
Vigra;SN60990;21.09.2017;14,7;9;12,6
Vigra;SN60990;22.09.2017;16,9;12,5;14,2
Vigra;SN60990;23.09.2017;16,9;12,2;13,2
Vigra;SN60990;24.09.2017;18,4;8,7;13,9
Vigra;SN60990;25.09.2017;18,9;9,9;14
Vigra;SN60990;26.09.2017;18,1;8,3;13,6
Vigra;SN60990;27.09.2017;20,6;8,8;16,4
Vigra;SN60990;28.09.2017;22,8;14,8;17,9
Vigra;SN60990;29.09.2017;20,5;12,5;17,1
Vigra;SN60990;30.09.2017;19;16,1;16,6
Vigra;SN60990;01.10.2017;18;11,3;15,5
Vigra;SN60990;02.10.2017;18,1;12,1;15
Vigra;SN60990;03.10.2017;14,6;9,9;11,5
Vigra;SN60990;04.10.2017;11;8,4;9,8
Vigra;SN60990;05.10.2017;10,9;8,4;9,5
Vigra;SN60990;06.10.2017;11,5;7,8;9,6
Vigra;SN60990;07.10.2017;11,1;6,4;8,1
Vigra;SN60990;08.10.2017;11,1;5,9;8,1
Vigra;SN60990;09.10.2017;12,4;3,8;7,5
Vigra;SN60990;10.10.2017;11,4;3,9;9,9
Vigra;SN60990;11.10.2017;13,5;8,5;10,7
Vigra;SN60990;12.10.2017;12,6;6,2;9,8
Vigra;SN60990;13.10.2017;14,5;9;11,6
Vigra;SN60990;14.10.2017;13,2;8,7;11,2
Vigra;SN60990;15.10.2017;13,9;9;11,8
Vigra;SN60990;16.10.2017;16,8;8;9,3
Vigra;SN60990;17.10.2017;9,7;7,7;8,1
Vigra;SN60990;18.10.2017;11,5;4,5;8
Vigra;SN60990;19.10.2017;10,4;3,2;6,9
Vigra;SN60990;20.10.2017;14,1;3,6;10,8
Vigra;SN60990;21.10.2017;15,6;11,5;13,6
Vigra;SN60990;22.10.2017;14,8;11,1;12,4
Vigra;SN60990;23.10.2017;11,4;8;9,9
Vigra;SN60990;24.10.2017;12,3;7,9;9,9
Vigra;SN60990;25.10.2017;10,7;6,7;9,6
Vigra;SN60990;26.10.2017;11;7,8;8,7
Vigra;SN60990;27.10.2017;10,2;7,2;8,8
Vigra;SN60990;28.10.2017;9,7;5;7,2
Vigra;SN60990;29.10.2017;7;3,1;5,3
Vigra;SN60990;30.10.2017;5,7;3,1;4,7
Vigra;SN60990;31.10.2017;10,9;5,2;9,5
Vigra;SN60990;01.11.2017;11,6;9,5;10,5
Vigra;SN60990;02.11.2017;10,5;5;6,7
Vigra;SN60990;03.11.2017;10;5,3;8,8
Vigra;SN60990;04.11.2017;9,7;7,5;8,2
Vigra;SN60990;05.11.2017;8,9;4,5;6,6
Vigra;SN60990;06.11.2017;7,1;2,6;6,1
Vigra;SN60990;07.11.2017;12,9;6,9;10,6
Vigra;SN60990;08.11.2017;12,1;5,6;8
Vigra;SN60990;09.11.2017;10,5;5,2;7,1
Vigra;SN60990;10.11.2017;6,7;2,5;4,9
Vigra;SN60990;11.11.2017;7,1;2,8;5,2
Vigra;SN60990;12.11.2017;7;4,3;5,8
Vigra;SN60990;13.11.2017;6;0,7;2,9
Vigra;SN60990;14.11.2017;8,1;1,7;5,5
Vigra;SN60990;15.11.2017;7,6;4,5;6,1
Vigra;SN60990;16.11.2017;9,9;4,5;6,7
Vigra;SN60990;17.11.2017;7,1;2,2;5
Vigra;SN60990;18.11.2017;5,8;0,6;3,5
Vigra;SN60990;19.11.2017;4,8;1,8;3,1
Vigra;SN60990;20.11.2017;4,6;-1;2
Vigra;SN60990;21.11.2017;1,4;-2,5;-0,4
Vigra;SN60990;22.11.2017;4,7;-2,5;2,3
Vigra;SN60990;23.11.2017;6,8;2,8;5,1
Vigra;SN60990;24.11.2017;6,4;2,1;4,8
Vigra;SN60990;25.11.2017;6,5;3,2;5
Vigra;SN60990;26.11.2017;6,9;1,7;4,7
Vigra;SN60990;27.11.2017;3,2;0,5;2
Vigra;SN60990;28.11.2017;2;0,1;1
Vigra;SN60990;29.11.2017;1,5;-2,8;0,1
Vigra;SN60990;30.11.2017;0,8;-5,5;-1,6
Vigra;SN60990;01.12.2017;3,8;-5,6;1
Vigra;SN60990;02.12.2017;8,4;3,3;6,7
Vigra;SN60990;03.12.2017;6,8;2,1;4,3
Vigra;SN60990;04.12.2017;4,8;1,2;3
Vigra;SN60990;05.12.2017;8,1;1,2;4,4
Vigra;SN60990;06.12.2017;3,7;0,9;3,1
Vigra;SN60990;07.12.2017;11,3;2,3;8,2
Vigra;SN60990;08.12.2017;8,1;3;4,4
Vigra;SN60990;09.12.2017;5,3;1;3,7
Vigra;SN60990;10.12.2017;4,6;1,6;2,6
Vigra;SN60990;11.12.2017;3;-0,6;0,4
Vigra;SN60990;12.12.2017;3,3;-1;1
Vigra;SN60990;13.12.2017;4,3;1,6;3
Vigra;SN60990;14.12.2017;2,9;-0,5;1,4
Vigra;SN60990;15.12.2017;1,2;-4,7;-0,3
Vigra;SN60990;16.12.2017;2,6;0,3;1,4
Vigra;SN60990;17.12.2017;4,5;1,1;3,8
Vigra;SN60990;18.12.2017;6,4;4,3;5,5
Vigra;SN60990;19.12.2017;11,7;5,6;9,8
Vigra;SN60990;20.12.2017;11,2;2,8;6,9
Vigra;SN60990;21.12.2017;8,1;3,2;5,2
Vigra;SN60990;22.12.2017;6,4;3,3;6,1
Vigra;SN60990;23.12.2017;8,6;2,8;5,5
Vigra;SN60990;24.12.2017;6,1;1,7;4,4
Vigra;SN60990;25.12.2017;6,1;0,2;0,9
Vigra;SN60990;26.12.2017;2,1;-0,6;1,5
Vigra;SN60990;27.12.2017;3,1;-0,6;0,6
Vigra;SN60990;28.12.2017;-0,2;-4;-1,5
Vigra;SN60990;29.12.2017;3;-3,3;0,6
Vigra;SN60990;30.12.2017;3,2;0,6;2,2
Vigra;SN60990;31.12.2017;4,1;1,7;3,3
Vigra;SN60990;01.01.2018;4,4;-2,1;2,2
Vigra;SN60990;02.01.2018;3,8;0,1;2,1
Vigra;SN60990;03.01.2018;2,4;-1,6;0,7
Vigra;SN60990;04.01.2018;4,5;-2,9;1,8
Vigra;SN60990;05.01.2018;4,6;0,1;1,2
Vigra;SN60990;06.01.2018;1,5;-5,6;-0,4
Vigra;SN60990;07.01.2018;3,4;-1,8;2,2
Vigra;SN60990;08.01.2018;6,1;1,6;5,2
Vigra;SN60990;09.01.2018;6,7;-1,7;4,5
Vigra;SN60990;10.01.2018;10,3;6,2;8,5
Vigra;SN60990;11.01.2018;9,2;3,7;5,4
Vigra;SN60990;12.01.2018;5,7;-1,2;2
Vigra;SN60990;13.01.2018;2,7;-4,1;-0,7
Vigra;SN60990;14.01.2018;6,7;-3,7;4,8
Vigra;SN60990;15.01.2018;7,3;4;6,5
Vigra;SN60990;16.01.2018;6,6;2,6;4,3
Vigra;SN60990;17.01.2018;4,4;0,8;2,1
Vigra;SN60990;18.01.2018;2,2;0,1;1,1
Vigra;SN60990;19.01.2018;3,9;0,6;2,6
Vigra;SN60990;20.01.2018;3,7;1,1;2
Vigra;SN60990;21.01.2018;2,9;-0,1;1,3
Vigra;SN60990;22.01.2018;2,9;0,4;1,8
Vigra;SN60990;23.01.2018;8,4;0,7;4,9
Vigra;SN60990;24.01.2018;7,3;4,2;5,3
Vigra;SN60990;25.01.2018;6,2;2,8;4,2
Vigra;SN60990;26.01.2018;4,3;0,7;2,2
Vigra;SN60990;27.01.2018;3,6;0,4;2,4
Vigra;SN60990;28.01.2018;6,1;3;4,5
Vigra;SN60990;29.01.2018;5,4;2,7;3,8
Vigra;SN60990;30.01.2018;4,5;1,5;3,6
Vigra;SN60990;31.01.2018;6,4;2,9;4,5
Vigra;SN60990;01.02.2018;4,3;0;2,3
Vigra;SN60990;02.02.2018;3,1;-0,4;0,4
Vigra;SN60990;03.02.2018;1,1;-4,1;-0,6
Vigra;SN60990;04.02.2018;4,7;-1;2,5
Vigra;SN60990;05.02.2018;4,8;2,5;3,7
Vigra;SN60990;06.02.2018;2,8;-0,1;1,9
Vigra;SN60990;07.02.2018;1,7;0,1;1,1
Vigra;SN60990;08.02.2018;5,1;1,4;4,2
Vigra;SN60990;09.02.2018;6,8;3,3;4,8
Vigra;SN60990;10.02.2018;5,4;1,8;3,9
Vigra;SN60990;11.02.2018;5,6;1,7;3,6
Vigra;SN60990;12.02.2018;2,4;0;1,2
Vigra;SN60990;13.02.2018;4,9;-0,4;2,9
Vigra;SN60990;14.02.2018;6,4;1,3;5
Vigra;SN60990;15.02.2018;6,9;5,1;5,7
Vigra;SN60990;16.02.2018;5,4;2,4;4,1
Vigra;SN60990;17.02.2018;6,9;1;4,8
Vigra;SN60990;18.02.2018;5,9;1,6;4
Vigra;SN60990;19.02.2018;5,5;-2;1,5
Vigra;SN60990;20.02.2018;3,3;-0,3;1,6
Vigra;SN60990;21.02.2018;6,1;1,1;3,3
Vigra;SN60990;22.02.2018;4,5;0,3;2,1
Vigra;SN60990;23.02.2018;5,1;0,8;2,7
Vigra;SN60990;24.02.2018;3,7;1,4;2,8
Vigra;SN60990;25.02.2018;4;0;2,7
Vigra;SN60990;26.02.2018;4;-0,8;0,7
Vigra;SN60990;27.02.2018;0,6;-2,7;-1,7
Vigra;SN60990;28.02.2018;-1,6;-5,4;-4,1
Vigra;SN60990;01.03.2018;-1;-6,7;-5
Vigra;SN60990;02.03.2018;0,8;-9,2;-2,8
Vigra;SN60990;03.03.2018;1,8;-6,9;-1,9
Vigra;SN60990;04.03.2018;1,9;-3,4;-1
Vigra;SN60990;05.03.2018;0,2;-2,6;-1,7
Vigra;SN60990;06.03.2018;2,2;-4,1;-2
Vigra;SN60990;07.03.2018;1,1;-7,6;-1,3
Vigra;SN60990;08.03.2018;5,5;-1,2;1,9
Vigra;SN60990;09.03.2018;2,8;-0,4;2
Vigra;SN60990;10.03.2018;6;-0,6;2,3
Vigra;SN60990;11.03.2018;3,4;-3,8;1,4
Vigra;SN60990;12.03.2018;3,1;1,1;1,6
Vigra;SN60990;13.03.2018;5,3;-1,2;1,7
Vigra;SN60990;14.03.2018;4,6;-3,6;1,1
Vigra;SN60990;15.03.2018;5,9;-0,2;2,5
Vigra;SN60990;16.03.2018;3,9;-0,5;1,1
Vigra;SN60990;17.03.2018;1,7;-2,8;-1
Vigra;SN60990;18.03.2018;2,8;-2,9;1,5
Vigra;SN60990;19.03.2018;4,9;0,7;2,9
Vigra;SN60990;20.03.2018;4;-0,4;2,3
Vigra;SN60990;21.03.2018;4,5;1,8;3,8
Vigra;SN60990;22.03.2018;5,5;3,1;3,5
Vigra;SN60990;23.03.2018;7,1;1,5;4,6
Vigra;SN60990;24.03.2018;9,1;3,7;6,1
Vigra;SN60990;25.03.2018;8,5;2;4,2
Vigra;SN60990;26.03.2018;3,6;-0,5;1
Vigra;SN60990;27.03.2018;5,1;-2,1;1,5
Vigra;SN60990;28.03.2018;4,4;-2,1;0,9
Vigra;SN60990;29.03.2018;5,1;-4,2;0,9
Vigra;SN60990;30.03.2018;5;-2,9;-0,1
Vigra;SN60990;31.03.2018;3,9;-5,7;0,4
Vigra;SN60990;01.04.2018;4,1;-0,9;1,2
Vigra;SN60990;02.04.2018;3,6;-1,9;0,3
Vigra;SN60990;03.04.2018;3,6;-3,4;0,9
Vigra;SN60990;04.04.2018;3;-0,1;1
Vigra;SN60990;05.04.2018;2,7;-2;1,3
Vigra;SN60990;06.04.2018;6,5;0,3;3,2
Vigra;SN60990;07.04.2018;3,8;1,4;2,2
Vigra;SN60990;08.04.2018;5,2;1,5;3,7
Vigra;SN60990;09.04.2018;6,9;2,4;4,2
Vigra;SN60990;10.04.2018;12;-0,6;5,7
Vigra;SN60990;11.04.2018;9,7;-0,5;5,4
Vigra;SN60990;12.04.2018;14,4;-2;6,2
Vigra;SN60990;13.04.2018;14,3;-0,7;7,3
Vigra;SN60990;14.04.2018;15,1;2,1;8,6
Vigra;SN60990;15.04.2018;14,9;1,7;8,3
Vigra;SN60990;16.04.2018;12,2;3;7,6
Vigra;SN60990;17.04.2018;16,2;4,8;9,8
Vigra;SN60990;18.04.2018;11,2;4,7;8,2
Vigra;SN60990;19.04.2018;17,7;6,3;11,3
Vigra;SN60990;20.04.2018;11,3;6,8;8,1
Vigra;SN60990;21.04.2018;8,2;6,3;6,7
Vigra;SN60990;22.04.2018;11,7;3,5;7,8
Vigra;SN60990;23.04.2018;10,8;7,3;8,2
Vigra;SN60990;24.04.2018;8,5;5,7;6,6
Vigra;SN60990;25.04.2018;8,3;4,2;6
Vigra;SN60990;26.04.2018;10,2;4,2;6,6
Vigra;SN60990;27.04.2018;8,3;2,8;5,8
Vigra;SN60990;28.04.2018;8,5;3,8;5,6
Vigra;SN60990;29.04.2018;8,7;1;5,5
Vigra;SN60990;30.04.2018;10,8;2,8;6,6
Vigra;SN60990;01.05.2018;13,6;4,6;8,5
Vigra;SN60990;02.05.2018;15;4,9;10,4
Vigra;SN60990;03.05.2018;12,5;6,7;9,3
Vigra;SN60990;04.05.2018;12,4;8;10,2
Vigra;SN60990;05.05.2018;16,2;9,3;12,7
Vigra;SN60990;06.05.2018;15,9;6,6;8,3
