Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Middeltemperatur (døgn)
Vigra;SN60990;22.11.2023;8,5;0,7;6,6
Vigra;SN60990;23.11.2023;7;0,7;3,6
Vigra;SN60990;24.11.2023;5,9;0;3,6
Vigra;SN60990;25.11.2023;5,8;0,2;3,5
Vigra;SN60990;26.11.2023;4,1;0,8;2,2
Vigra;SN60990;27.11.2023;1,2;-1,1;-0,2
Vigra;SN60990;28.11.2023;-0,4;-5;-3,8
Vigra;SN60990;29.11.2023;0,6;-4;-1
Vigra;SN60990;30.11.2023;1,7;-2,7;0,1
Vigra;SN60990;01.12.2023;1,1;-2;0,2
Vigra;SN60990;02.12.2023;0,9;-5,2;-1,4
Vigra;SN60990;03.12.2023;-0,4;-2,3;-1,6
Vigra;SN60990;04.12.2023;0,6;-4,3;-1,5
Vigra;SN60990;05.12.2023;-1,1;-7,4;-2,6
Vigra;SN60990;06.12.2023;0,4;-2,8;-0,8
Vigra;SN60990;07.12.2023;2,4;-1;1
Vigra;SN60990;08.12.2023;1,6;-0,6;0,1
Vigra;SN60990;09.12.2023;3,5;-1,5;1,5
Vigra;SN60990;10.12.2023;4,1;-4,1;1,8
Vigra;SN60990;11.12.2023;3,5;-4,3;0,5
Vigra;SN60990;12.12.2023;1;-2,4;0,3
Vigra;SN60990;13.12.2023;2,6;-0,2;1,2
Vigra;SN60990;14.12.2023;5,9;-0,4;4,4
Vigra;SN60990;15.12.2023;8;4,1;7
Vigra;SN60990;16.12.2023;10,7;5,8;8
Vigra;SN60990;17.12.2023;8;4,9;6,9
Vigra;SN60990;18.12.2023;8,7;6,8;7,5
Vigra;SN60990;19.12.2023;7,9;2,6;4
Vigra;SN60990;20.12.2023;4,1;0,8;2,6
Vigra;SN60990;21.12.2023;3,3;0,3;1,6
Vigra;SN60990;22.12.2023;3,5;-1,3;-0,2
Vigra;SN60990;23.12.2023;1,7;-2,6;-0,2
Vigra;SN60990;24.12.2023;1,7;-0,7;0,3
Vigra;SN60990;25.12.2023;4,1;0,2;2
Vigra;SN60990;26.12.2023;4;-1,7;2,3
Vigra;SN60990;27.12.2023;3,8;-0,5;1,2
Vigra;SN60990;28.12.2023;5;-0,8;2,5
Vigra;SN60990;29.12.2023;6,8;1,8;3,8
Vigra;SN60990;30.12.2023;3,2;1,3;2,2
Vigra;SN60990;31.12.2023;4,4;-1,4;2,3
Data er gyldig per 21.08.2024 (CC BY 4.0), Meteorologisk institutt (MET);;;;;
